index,docId,category,charCount,wordCount,url
14446,environment1946,environment,3826,1435,https://www.rfa.org/khmer/news/environment/a-youth-group-broadcasts-a-video-showing-chronic-garbage-along-the-sangker-river-in-battambang-province-02092024014616.html
14447,environment1947,environment,3599,1296,https://www.rfa.org/khmer/news/environment/stone-artisan-mining-01022016050216.html
14448,environment1948,environment,4020,1464,https://www.rfa.org/khmer/news/environment/people-call-for-stop-mining-05282018213816.html
14449,environment1949,environment,4233,1554,https://www.rfa.org/khmer/news/environment/save-the-mekong-calls-for-cancellation-of-donsahong-dam-11272015060258.html
14450,environment1950,environment,5352,1999,https://www.rfa.org/khmer/news/environment/NGOs-call-for-transparency-over-Bokor-mountain-investment-06072020060350.html
14451,environment1951,environment,4347,1584,https://www.rfa.org/khmer/news/environment/nature-loving-youths-celebrate-world-environment-day-concerned-about-environmental-damage-05302022123117.html
14452,environment1952,environment,4002,1489,https://www.rfa.org/khmer/news/environment/illegal-logs-transportation-11272015045312.html
14453,environment1953,environment,3956,1483,https://www.rfa.org/khmer/news/environment/prosecutor-allow-one-agriculture-official-back-home-after-a-half-day-questioning-08212019112708.html
14454,environment1954,environment,1765,645,https://www.rfa.org/khmer/news/environment/feared-extinct-the-mekong-ghost-fish-resurfaces-in-northern-cambodia-09272022161258.html
14455,environment1955,environment,1187,439,https://www.rfa.org/khmer/news/environment/flood-09042019113921.html
14456,environment1956,environment,3918,1468,https://www.rfa.org/khmer/news/environment/citizens-in-stung-treng-province-are-worried-about-illegal-loggers-using-drugs-and-deforest-in-preylang-08012022151823.html
14457,environment1957,environment,3948,1461,https://www.rfa.org/khmer/news/environment/people-in-some-provinces-are-more-worried-about-the-loss-of-natural-resources-after-the-arrest-of-environmental-activists-07042024095259.html
14458,environment1958,environment,3542,1344,https://www.rfa.org/khmer/news/environment/csos-urged-authorities-to-take-legal-action-against-one-oknar-for-flooded-forest-11162022035020.html
14459,environment1959,environment,5098,1942,https://www.rfa.org/khmer/news/environment/cam-women-abused-in-alcohol-industry-11262016032453.html
14460,environment1960,environment,7419,2794,https://www.rfa.org/khmer/news/environment/illegal-logging-on-Koh-Rong-02022017033718.html
14461,environment1961,environment,818,304,https://www.rfa.org/khmer/news/environment/environmental-activists-find-five-forestry-crimes-in-prey-lang-04222020233611.html
14462,environment1962,environment,3486,1258,https://www.rfa.org/khmer/news/environment/mrc-warns-two-cambodian-provinces-to-beware-of-heavy-rains-caused-by-typhoon-yagi-09122024061706.html
14463,environment1963,environment,1083,375,https://www.rfa.org/khmer/news/environment/Wildlife-conservators-found-19-giant-ibis-nests-in-Preah-Vihear-08022017083534.html
14464,environment1964,environment,4614,1709,https://www.rfa.org/khmer/news/environment/CNRP-lawmakers-ask-for-detail-documents-about-Silica-sand-export-06142017080203.html
14465,environment1965,environment,2642,963,https://www.rfa.org/khmer/news/environment/Alejandro-commitment-03032019060943.html
14466,environment1966,environment,4986,1860,https://www.rfa.org/khmer/news/environment/logging-preylang-05312019122429.html
14467,environment1967,environment,1866,706,https://www.rfa.org/khmer/news/environment/ngos-urges-government-to-take-serious-action-against-perpetrators-of-encroachment-on-flooded-forest-land-12012021050343.html
14468,environment1968,environment,3928,1430,https://www.rfa.org/khmer/news/environment/NGOs-concern-on-dam-construction-06142017092352.html
14469,environment1969,environment,666,256,https://www.rfa.org/khmer/news/environment/weather-forecast-11182016224554.html
14470,environment1970,environment,3723,1384,https://www.rfa.org/khmer/news/environment/ratanakiry-environment-department-identifies-9-villagers-to-send-to-court-in-connection-with-arson-05132020105643.html
14471,environment1971,environment,4259,1608,https://www.rfa.org/khmer/news/environment/situation-of-villager-in-kbalromeas-02282017031745.html
14472,environment1972,environment,1840,667,https://www.rfa.org/khmer/news/environment/mine-minister--05232018120519.html
14473,environment1973,environment,5983,2239,https://www.rfa.org/khmer/news/environment/ngos-concerned-about-chinese-company-project-to-build-3rd-sesan-dams-that-will-affect-people-and-biodiversity-02012024073643.html
14474,environment1974,environment,3289,1238,https://www.rfa.org/khmer/news/environment/preyland-community-11052015061533.html
14475,environment1975,environment,8498,3189,https://www.rfa.org/khmer/news/environment/logging-stungtreng-10122016054304.html
14476,environment1976,environment,3601,1358,https://www.rfa.org/khmer/news/environment/activists-condemn-environmental-officials-for-banning-them-from-patrolling-in-preah-roka-wildlife-sanctuary-02202021070205.html
14477,environment1977,environment,2891,1064,https://www.rfa.org/khmer/news/environment/illegal-logging-03222017063643.html
14478,environment1978,environment,1023,378,https://www.rfa.org/khmer/news/environment/arrested-17-environmental-ngo-officials-05042018090013.html
14479,environment1979,environment,4121,1550,https://www.rfa.org/khmer/news/environment/2thousands-people-celebrate-city-day-in-rkiri-02272016050414.html
14480,environment1980,environment,6435,2363,https://www.rfa.org/khmer/news/environment/the-us-ends-assistance-to-government-under-usaid-greening-prey-lang-project-due-to-ongoing-deforestation-and-rights-violations-06172021130220.html
14481,environment1981,environment,1212,415,https://www.rfa.org/khmer/news/environment/Nest-of-endangered-giant-soft-shell-turtle-found-12202017080510.html
14482,environment1982,environment,2931,1073,https://www.rfa.org/khmer/news/environment/deforestation-rattanakiri-12212016045420.html
14483,environment1983,environment,786,300,https://www.rfa.org/khmer/news/environment/raining-forecast-01022018222720.html
14484,environment1984,environment,6847,2565,https://www.rfa.org/khmer/news/environment/Mangrove-conservation-kohkong-02252018053432.html
14485,environment1985,environment,3797,1404,https://www.rfa.org/khmer/news/environment/Youth-to-have-study-tour-to-community-forest-02262017073535.html
14486,environment1986,environment,1294,463,https://www.rfa.org/khmer/news/environment/expert-of-wildlife-alliance-appeals-to-hun-sen-to-save-the-phnom-tamoa-wildlife-zoo-05032022014640.html
14487,environment1987,environment,7068,2619,https://www.rfa.org/khmer/news/environment/residents-along-prek-tnaot-river-complain-that-affected-by-floods-almost-every-year-10262021135858.html
14488,environment1988,environment,4390,1605,https://www.rfa.org/khmer/news/environment/bokor-park-logging-03042021042408.html
14489,environment1989,environment,3695,1362,https://www.rfa.org/khmer/news/environment/flood-in-stung-treng-kills-four-08032018123711.html
14490,environment1990,environment,5858,2187,https://www.rfa.org/khmer/news/environment/preah-vihear-prey-lang-defender-khem-soky-vows-to-protect-prey-lang-despite-bans-05312024080048.html
14491,environment1991,environment,6734,2529,https://www.rfa.org/khmer/news/environment/illegal-logging-in-prey-lang-03152017041022.html
14492,environment1992,environment,3088,1127,https://www.rfa.org/khmer/news/environment/illegal-logging-in-stungtreng-11142015034041.html
14493,environment1993,environment,555,208,https://www.rfa.org/khmer/news/environment/rubbish-in-preahsihanouk-province-07262015043137.html
14494,environment1994,environment,4004,1487,https://www.rfa.org/khmer/news/environment/power-dam-12232015043203.html
14495,environment1995,environment,4567,1731,https://www.rfa.org/khmer/news/environment/Koh-Kong-court-to-hold-hearing-on-Alex-case-at-the-end-of-July-05012019050628.html
14496,environment1996,environment,4593,1685,https://www.rfa.org/khmer/news/environment/The-Chreav-community-in-siemreap-08222016015849.html
14497,environment1997,environment,3967,1488,https://www.rfa.org/khmer/news/environment/villagers-in-stueng-treng-province-ask-authorities-to-protect-resin-trees-are-lost-every-day-01202021080413.html
14498,environment1998,environment,2596,948,https://www.rfa.org/khmer/news/environment/authorities-crack-down-illegal-luxury-logs-transportation-11262015053030.html
14499,environment1999,environment,2349,886,https://www.rfa.org/khmer/news/environment/floods-destroy-crops-and-property-of-some-people-in-battambang-province-09302023080829.html
14500,environment2000,environment,3668,1363,https://www.rfa.org/khmer/news/environment/illegal-fishing-in-tolesap-lake-01262017233819.html
14501,environment2001,environment,5886,2132,https://www.rfa.org/khmer/news/environment/timbers-transported-to-vietnam-04032017073213.html
14502,environment2002,environment,3227,1194,https://www.rfa.org/khmer/news/environment/bird-die-in-preyveng-03242021171238.html
14503,environment2003,environment,5114,1943,https://www.rfa.org/khmer/news/environment/villager-in-takeo-and-kampongspeu-lack-of-water-08202015014157.html
14504,environment2004,environment,5680,2095,https://www.rfa.org/khmer/news/environment/mangrove-tree-planted-in-preahsihanouk-06022015231754.html
14505,environment2005,environment,3750,1374,https://www.rfa.org/khmer/news/environment/govt-decreases-elc-contract-period-09152015083237.html
14506,environment2006,environment,3424,1276,https://www.rfa.org/khmer/news/environment/people-criticized-mine-process-10312018114903.html
14507,environment2007,environment,6555,2467,https://www.rfa.org/khmer/news/environment/kompong-spue-community-dedicate-their-lives-to-protect-community-forest-05132022190226.html
14508,environment2008,environment,4239,1568,https://www.rfa.org/khmer/news/environment/minister-answer-to-mp-about-sand-exports-12152016082659.html
14509,environment2009,environment,2427,912,https://www.rfa.org/khmer/news/environment/rainy-flood-road-number5-08292017064800.html
14510,environment2010,environment,3074,1143,https://www.rfa.org/khmer/news/environment/villagers-ask-authorities-to-take-damping-site-away-08182017041042.html
14511,environment2011,environment,3641,1353,https://www.rfa.org/khmer/news/environment/cam-to-face-flooding-rain-09152015062251.html
14512,environment2012,environment,6293,2390,https://www.rfa.org/khmer/news/environment/prey-lang-05272015005815.html
14513,environment2013,environment,2992,1106,https://www.rfa.org/khmer/news/environment/pm-announces-to-put-some-forest-areas-to-be-conserved-04012016004222.html
14514,environment2014,environment,400,150,https://www.rfa.org/khmer/news/environment/flood-in-kampot-09182015002227.html
14515,environment2015,environment,1062,386,https://www.rfa.org/khmer/news/environment/sand-dredging-kohkong-07082017085645.html
14516,environment2016,environment,1205,457,https://www.rfa.org/khmer/news/environment/weather-forecast-09192015054905.html
14517,environment2017,environment,1305,483,https://www.rfa.org/khmer/news/environment/3environment-activists-flee-01262017222746.html
14518,environment2018,environment,2742,1019,https://www.rfa.org/khmer/news/environment/Prey-Lang-Community-Networks-Call-for-Closer-Collaboration-with-Government-12152015071609.html
14519,environment2019,environment,3509,1326,https://www.rfa.org/khmer/news/environment/North-easterner-concern-about-hot-weather-04222016072936.html
14520,environment2020,environment,4395,1602,https://www.rfa.org/khmer/news/environment/civil-society-jointly-hold-debate-with-political-parties-on-environmental-protection-06042024071021.html
14521,environment2021,environment,6466,2412,https://www.rfa.org/khmer/news/environment/citizens-continue-to-criticize-authorities-for-not-taking-action-on-sangker-river-encroachers-06232023233526.html
14522,environment2022,environment,2842,1047,https://www.rfa.org/khmer/news/environment/logging-battambang-12132016061135.html
14523,environment2023,environment,6814,2506,https://www.rfa.org/khmer/news/environment/ministry-of-environment-rejects-amnesty-international-reports-about-mass-deforestation-01312022233005.html
14524,environment2024,environment,1985,747,https://www.rfa.org/khmer/news/environment/Ramsar-11072018222033.html
14525,environment2025,environment,6688,2498,https://www.rfa.org/khmer/news/environment/Environmentalist-05052020044139.html
14526,environment2026,environment,4191,1549,https://www.rfa.org/khmer/news/environment/civil-society-and-people-urge-authority-to-explain-about-rock-business-in-kampot-11192019083338.html
14527,environment2027,environment,2655,984,https://www.rfa.org/khmer/news/environment/resident-in-poipet-criticize-authority-07262016043007.html
14528,environment2028,environment,1424,521,https://www.rfa.org/khmer/news/environment/illegal-logging-at-sesan-01022018221329.html
14529,environment2029,environment,5938,2206,https://www.rfa.org/khmer/news/environment/youth-urges-govt-to-Disclose-More-Extractive-Industries-Data-10152015050713.html
14530,environment2030,environment,1923,682,https://www.rfa.org/khmer/news/environment/wwf-urges-mekong-countries-to-reconsider-hydro-dam-construction-05152019081958.html
14531,environment2031,environment,4260,1588,https://www.rfa.org/khmer/news/environment/flood-in-stung-treng-09072019045146.html
14532,environment2032,environment,3632,1391,https://www.rfa.org/khmer/news/environment/prey-lang-activists-in-stung-treng-call-tbong-khmum-appeal-court-decision-in-dispute-with-environmental-officials-unfair-04062024031917.html
14533,environment2033,environment,2733,1055,https://www.rfa.org/khmer/news/environment/people-in-preah-vihear-province-protest-to-demand-that-the-authorities-stop-clearing-the-preah-roka-forest-to-make-a-dump-site-06212024085350.html
14534,environment2034,environment,3949,1463,https://www.rfa.org/khmer/news/environment/fishes-conservation-01272018072812.html
14535,environment2035,environment,3413,1250,https://www.rfa.org/khmer/news/environment/Gold-mining-company-in-Ratanakiri-10062016075217.html
14536,environment2036,environment,4500,1651,https://www.rfa.org/khmer/news/environment/ancient-baray-water-is-drought-04112016025121.html
14537,environment2037,environment,4443,1655,https://www.rfa.org/khmer/news/environment/youth-groups-ask-govt-to-cancel-a-sub-decree-to-cut-more-than-200-hectares-of-kirirom-national-park-for-private-companies-01172023235012.html
14538,environment2038,environment,2907,1082,https://www.rfa.org/khmer/news/environment/Kampot-authority-finds-beach-grab-by-Blue-Star-Real-Estate-Company-05212019084859.html
14539,environment2039,environment,5870,2220,https://www.rfa.org/khmer/news/environment/try-pheap-son-company-is-mining-for-sale-in-vietnam-without-a-license-07022023062459.html
14540,environment2040,environment,4939,1843,https://www.rfa.org/khmer/news/environment/preah-sihanouk-authorities-warn-to-take-action-against-coastal-land-grabbers-03172021130901.html
14541,environment2041,environment,4331,1618,https://www.rfa.org/khmer/news/environment/hot-weather-affects-the-living-of-people-04042024013112.html
14542,environment2042,environment,9403,3466,https://www.rfa.org/khmer/news/environment/environmental-activists-react-to-response-of-Think-Biotech-on-deforestation-12092019234912.html
14543,environment2043,environment,3357,1264,https://www.rfa.org/khmer/news/environment/logging-pursat-08192016041127.html
14544,environment2044,environment,1583,587,https://www.rfa.org/khmer/news/environment/ngos-call-on-authorities-to-release-a-gaur-into-protected-area-03312022182250.html
14545,environment2045,environment,3687,1346,https://www.rfa.org/khmer/news/environment/environmental-activists-request-the-ministry-of-environment-to-implement-effective-environmental-protection-policies-11172023060634.html
14546,environment2046,environment,9927,3677,https://www.rfa.org/khmer/news/environment/illegal-logging-increasing-08242018201024.html
14547,environment2047,environment,4559,1675,https://www.rfa.org/khmer/news/environment/Rong-Chheng-has-begun-gold-mining-business-in-MondulKiri-09202018201334.html
14548,environment2048,environment,835,327,https://www.rfa.org/khmer/news/environment/interview-expert-on-dam-impacts-03202017092857.html
14549,environment2049,environment,2994,1111,https://www.rfa.org/khmer/news/environment/sand-dredging-kgchhnang-09172016035525.html
14550,environment2050,environment,5902,2218,https://www.rfa.org/khmer/news/environment/illegal-fishing-in-lower-sesan-2-dam-area-increasing-07082021110537.html
14551,environment2051,environment,6178,2310,https://www.rfa.org/khmer/news/environment/world-environment-at-preahsihanouk-ville-06062016042022.html
14552,environment2052,environment,1491,543,https://www.rfa.org/khmer/news/environment/logging-in-kompong-speu-10142019093955.html
14553,environment2053,environment,1657,620,https://www.rfa.org/khmer/news/environment/authorities-ban-youth-from-sightseeing-the-water-fall-in-koh-kong-krao-11022023061607.html
14554,environment2054,environment,2932,1086,https://www.rfa.org/khmer/news/environment/Ministry-of-environment-and-Rice-federation-sign-MOU-to-rescue-rice-industry-10102016035241.html
14555,environment2055,environment,1889,707,https://www.rfa.org/khmer/news/environment/king-call-for-protect-forest-disaster-07092018122456.html
14556,environment2056,environment,5085,1894,https://www.rfa.org/khmer/news/environment/Mekong-committee-09142018060247.html
14557,environment2057,environment,8853,3240,https://www.rfa.org/khmer/news/environment/Lower-Sesan-2-Dam-Evictees-Suffer-on-New-Land-After-Evictions-04262016042509.html
14558,environment2058,environment,4340,1654,https://www.rfa.org/khmer/news/environment/arrested-3-officials-who-illegal-logging-07272019110501.html
14559,environment2059,environment,3688,1349,https://www.rfa.org/khmer/news/environment/appeal-court-hearing-case-of-khmer-thavarak-youths-for-incitement-case-07292022121057.html
14560,environment2060,environment,4109,1523,https://www.rfa.org/khmer/news/environment/illegal-logging-02032019003542.html
14561,environment2061,environment,6065,2268,https://www.rfa.org/khmer/news/environment/civil-society-calls-on-military-police-and-the-court-to-release-six-environmental-activists-11242024101147.html
14562,environment2062,environment,1968,723,https://www.rfa.org/khmer/news/environment/14-civil-society-organizations-ride-bicycle-1000-km-for-the-environment-05072024001300.html
14563,environment2063,environment,2507,901,https://www.rfa.org/khmer/news/environment/10-royal-turtles-released-into-their-natural-habitat-01292021082345.html
14564,environment2064,environment,1077,399,https://www.rfa.org/khmer/news/environment/us-embassy-and-partners-launch-a-campaign-to-stop-littering-in-cambodia-03102023213024.html
14565,environment2065,environment,1682,639,https://www.rfa.org/khmer/news/environment/illegal-fishing-preyveng-02092017060640.html
14566,environment2066,environment,1418,533,https://www.rfa.org/khmer/news/environment/bad-weather-warning-09232019090900.html
14567,environment2067,environment,2024,762,https://www.rfa.org/khmer/news/environment/flash-flood-kills-one-child-and-nearly-2-thousand-people-evacuated-09202020025959.html
14568,environment2068,environment,3337,1238,https://www.rfa.org/khmer/news/environment/storm-in-rattanakiri-06212016064329.html
14569,environment2069,environment,3372,1247,https://www.rfa.org/khmer/news/environment/BanteayMeanchey-People-Criticize-Authorities-That-License-Stone-Corporation-01052018101319.html
14570,environment2070,environment,4581,1713,https://www.rfa.org/khmer/news/environment/people-nearby-donsahong-dam-concern-their-safety-09152018111750.html
14571,environment2071,environment,1555,582,https://www.rfa.org/khmer/news/environment/environment-minister-appeals-to-all-stake-holders-to-protect-forest-contradicting-his-ban-forest-defenders-from-patrolling-prey-lang-02142022034444.html
14572,environment2072,environment,4316,1612,https://www.rfa.org/khmer/news/environment/illegal-logging-kratie-12012017102626.html
14573,environment2073,environment,4789,1755,https://www.rfa.org/khmer/news/environment/Chreav-Community-in-Siemrap-02202017000321.html
14574,environment2074,environment,1858,711,https://www.rfa.org/khmer/news/environment/hot-weather-and-storm-caused-fish-more-than-20-tones-death-04302019100542.html
14575,environment2075,environment,5125,1887,https://www.rfa.org/khmer/news/environment/environment-activist-son-vow-to-protect-forest-07222017051259.html
14576,environment2076,environment,5312,1970,https://www.rfa.org/khmer/news/environment/NGOs-call-for-release-Ouch-Leng-and-activists-03152020084309.html
14577,environment2077,environment,5608,2083,https://www.rfa.org/khmer/news/environment/unions-and-csos-concerned-some-garment-factories-may-contribute-to-deforestation-in-cambodia-12062021081357.html
14578,environment2078,environment,3806,1429,https://www.rfa.org/khmer/news/environment/Environmental-experts-say-increased-fishermen-affect-to-Pase-Ey-05162016042418.html
14579,environment2079,environment,4820,1815,https://www.rfa.org/khmer/news/environment/prey-lang-tree-ordain-ceremony-02192019091054.html
14580,environment2080,environment,3283,1220,https://www.rfa.org/khmer/news/environment/plant-luxurious-trees-at-Angkor-site-07072019074318.html
14581,environment2081,environment,1139,433,https://www.rfa.org/khmer/news/environment/mekong-river-dolphin-dead-decline-11102015224520.html
14582,environment2082,environment,5464,2001,https://www.rfa.org/khmer/news/environment/chinese-vietnamese-divide-phnom-lung-for-operating-illegal-mining-12182018085908.html
14583,environment2083,environment,3577,1330,https://www.rfa.org/khmer/news/environment/preahsihanouk-08272015054359.html
14584,environment2084,environment,4754,1800,https://www.rfa.org/khmer/news/environment/illegal-logging-in-prey-preah-roka-10252015072227.html
14585,environment2085,environment,5635,2110,https://www.rfa.org/khmer/news/environment/environmental-youth-fear-for-safety-after-authorities-monitor-them-01232023175357.html
14586,environment2086,environment,2729,1019,https://www.rfa.org/khmer/news/environment/udormeanchey-10202015070311.html
14587,environment2087,environment,6481,2385,https://www.rfa.org/khmer/news/environment/phnom-penh-court-takes-public-speech-of-alex-to-accuse-mother-nature-activists-06172024162804.html
14588,environment2088,environment,3322,1250,https://www.rfa.org/khmer/news/environment/illegal-logging-at-Ratankiri-07192018101454.html
14589,environment2089,environment,749,278,https://www.rfa.org/khmer/news/environment/heavy-rain-08162017072739.html
14590,environment2090,environment,8296,3181,https://www.rfa.org/khmer/news/environment/logging-kohrong-02102017045603.html
14591,environment2091,environment,3300,1202,https://www.rfa.org/khmer/news/environment/fish-protection-03232016060950.html
14592,environment2092,environment,9183,3408,https://www.rfa.org/khmer/news/environment/environmental-experts-concern-about-social-and-environmental-impacts-after-mekong-rivers-are-being-filled-by-khun-sea-and-ocic-companies-07152021011402.html
14593,environment2093,environment,8795,3267,https://www.rfa.org/khmer/news/environment/hun-family-involved-big-mine-digging-12262018003800.html
14594,environment2094,environment,2970,1103,https://www.rfa.org/khmer/news/environment/A-company-alleged-illegal-breaking-mountain-stone-03222017070937.html
14595,environment2095,environment,2519,949,https://www.rfa.org/khmer/news/environment/trash-pailin-12072016230148.html
14596,environment2096,environment,3173,1200,https://www.rfa.org/khmer/news/environment/corps-still-destroy-rice-and-cassava-06222016040844.html
14597,environment2097,environment,3300,1206,https://www.rfa.org/khmer/news/environment/Ratanakiri-Police-are-seeking-for-4-Vietnamese-who-illegal-gold-digging-06252015052636.html
14598,environment2098,environment,2684,967,https://www.rfa.org/khmer/news/environment/youth-in-Battambong-cycling-for-transparency-of-mining-11262015072504.html
14599,environment2099,environment,5901,2167,https://www.rfa.org/khmer/news/environment/environmental-activists-criticize-govt-for-cutting-off-ta-mok-lake-adding-to-private-companies-as-destroying-the-livelihood-of-the-people-in-that-area-10202022041527.html
14600,environment2100,environment,4021,1522,https://www.rfa.org/khmer/news/environment/garbage-managment-11242017103000.html
14601,environment2101,environment,3349,1242,https://www.rfa.org/khmer/news/environment/Air-polution-in-kompong-speu-11212018062240.html
14602,environment2102,environment,2792,1035,https://www.rfa.org/khmer/news/environment/illegal-logging-in-oddormeanchey-06202016060556.html
14603,environment2103,environment,4492,1663,https://www.rfa.org/khmer/news/environment/ExpertLauds_MRCUrgingChina-08262020134842.html
14604,environment2104,environment,3192,1186,https://www.rfa.org/khmer/news/environment/metta-community-forest-asks-ministry-of-land-management-to-measure-and-issue-community-forest-land-title-while-the-ministry-prepares-land-registration-in-kampong-speu-province-11022023055115.html
14605,environment2105,environment,2895,1134,https://www.rfa.org/khmer/news/environment/sand-dredging-05312015002346.html
14606,environment2106,environment,6219,2251,https://www.rfa.org/khmer/news/environment/people-call-for-releasing-mother-nature-activist-01222018034541.html
14607,environment2107,environment,3060,1161,https://www.rfa.org/khmer/news/environment/machinery-repair-and-recharge-batteries-business-11292015062453.html
14608,environment2108,environment,668,250,https://www.rfa.org/khmer/news/environment/weather-forecast-to-rain-during-khmer-new-year-04132017071210.html
14609,environment2109,environment,4276,1590,https://www.rfa.org/khmer/news/environment/residents-from-nearly-100-families-in-battambang-urge-authorities-to-stop-sand-pumping-near-their-homes-07072023082732.html
14610,environment2110,environment,5404,1989,https://www.rfa.org/khmer/news/environment/cyn-release-report-about-phnom-ses-community-in-kratie-province-lmost-completely-extinct-04122021125446.html
14611,environment2111,environment,2357,884,https://www.rfa.org/khmer/news/environment/siemreap-police-closeed-a-golden-mineral-place-of-chinese-company-01202016053707.html
14612,environment2112,environment,1674,638,https://www.rfa.org/khmer/news/environment/floods-in-battambang-cause-difficulties-for-some-people-09162023051847.html
14613,environment2113,environment,4324,1642,https://www.rfa.org/khmer/news/environment/Lower-Sesan-II-dam-07272017092314.html
14614,environment2114,environment,2533,944,https://www.rfa.org/khmer/news/environment/to-create-forest-community-04142017054553.html
14615,environment2115,environment,1838,689,https://www.rfa.org/khmer/news/environment/battery-charging-and-machinery-business-on-telesap-03132016031820.html
14616,environment2116,environment,2057,754,https://www.rfa.org/khmer/news/environment/flood-death-toll-rises-to-43-in-cambodia-10272020164330.html
14617,environment2117,environment,3310,1231,https://www.rfa.org/khmer/news/environment/preyland-01252018091447.html
14618,environment2118,environment,8306,3048,https://www.rfa.org/khmer/news/environment/govt-should-take-action-on-illegal-logging-tycoon--02092019233951.html
14619,environment2119,environment,5122,1902,https://www.rfa.org/khmer/news/environment/villager-in-prey-lang-community-found-more-300-cases-forest-crime-in-preash-vihear-province-by-vietnamese-pnt-company-07142021115127.html
14620,environment2120,environment,4537,1715,https://www.rfa.org/khmer/news/environment/nearly-one-thousand-villagers-in-banteay-meanchey-province-press-thumbprints-on-petition-submit-to-authorities-to-protect-flooded-forests-in-tonle-sap-area-07202021122518.html
14621,environment2121,environment,5792,2159,https://www.rfa.org/khmer/news/environment/103-civil-society-organizations-release-statement-reflecting-banning-forest-community-from-patrolling-forest-02262020013929.html
14622,environment2122,environment,4817,1814,https://www.rfa.org/khmer/news/environment/wildlfe-administration-official-of-mondulkiry-sues-forestry-activist-04052020004543.html
14623,environment2123,environment,4783,1812,https://www.rfa.org/khmer/news/environment/The-impacts-of-plastic-bags-on-everyday-lives-01272016041815.html
14624,environment2124,environment,2991,1105,https://www.rfa.org/khmer/news/environment/ilegal-fishing-08042017235837.html
14625,environment2125,environment,4032,1484,https://www.rfa.org/khmer/news/environment/tourist-site-at-siemreap-05092016033603.html
14626,environment2126,environment,1578,575,https://www.rfa.org/khmer/news/environment/birdlife-int-cambodia-release-the-result-of-the-waterbird-2021-census-02032021083525.html
14627,environment2127,environment,1680,617,https://www.rfa.org/khmer/news/environment/illegal-logging-07242018041918.html
14628,environment2128,environment,3364,1225,https://www.rfa.org/khmer/news/environment/concern-about-logging-02232017030222.html
14629,environment2129,environment,907,334,https://www.rfa.org/khmer/news/environment/drought-in-2016-12232015061339.html
14630,environment2130,environment,4850,1807,https://www.rfa.org/khmer/news/environment/environmental-activists-say-floods-in-phnom-penh-are-caused-by-lake-deletion-07052023001200.html
14631,environment2131,environment,5640,2068,https://www.rfa.org/khmer/news/environment/environmental-activists-concern-over-private-company-grabbing-the-conservation-forest-land-of-200-thousand-hectares-in-mondulkiri-province-11042020171340.html
14632,environment2132,environment,1432,551,https://www.rfa.org/khmer/news/environment/youth-to-Preah-Rokar-forest-11302019211810.html
14633,environment2133,environment,2490,929,https://www.rfa.org/khmer/news/environment/ordainment-of-mangrove-in-kohkong-11162016230033.html
14634,environment2134,environment,3634,1361,https://www.rfa.org/khmer/news/environment/two-killed-and-thousands-flooded-in-preah-sihanouk-province-08092019145338.html
14635,environment2135,environment,4460,1648,https://www.rfa.org/khmer/news/environment/communities-urge-hun-manet-forest-crimes-central-cardamom-national-park-03122025213626.html
14636,environment2136,environment,3719,1394,https://www.rfa.org/khmer/news/environment/two-hundred-hectares-of-protected-forest-sold-in-mondulkiry-08062018195010.html
14637,environment2137,environment,2709,1007,https://www.rfa.org/khmer/news/environment/illegal-logging-in-rattanakiri-02142016032738.html
14638,environment2138,environment,1324,503,https://www.rfa.org/khmer/news/environment/Stung-treng-authorities-block-indigenous-people-from-entering-the-village-08082017090611.html
14639,environment2139,environment,3218,1208,https://www.rfa.org/khmer/news/environment/illegal-fishing-stungtreng-11272015232008.html
14640,environment2140,environment,3357,1261,https://www.rfa.org/khmer/news/environment/kampong-thom-authorities-accused-of-allowing-large-scale-deforestation-in-community-forests-03152022170539.html
14641,environment2141,environment,3917,1472,https://www.rfa.org/khmer/news/environment/Disasters-cause-2-deaths-in-Kratie-and-destroyed-more-than-60-houses-in-Stungtreng-05092016085839.html
14642,environment2142,environment,3481,1270,https://www.rfa.org/khmer/news/environment/environmental-groups-call-authorities-to-respect-work-of-forestactivists-03062021101811.html
14643,environment2143,environment,3344,1229,https://www.rfa.org/khmer/news/environment/illegal-fishing-kgthom-02102017000917.html
14644,environment2144,environment,839,318,https://www.rfa.org/khmer/news/environment/interview-with-mr-soeung-saran-urban-poor-communities-are-facing-issues-that-need-to-be-addressed-urgently-02262022043454.html
14645,environment2145,environment,3386,1227,https://www.rfa.org/khmer/news/environment/rattanakiri-residents-attend-training-about-natural-resource-05182016060306.html
14646,environment2146,environment,3160,1165,https://www.rfa.org/khmer/news/environment/logging-rattanakiri-08042017064330.html
14647,environment2147,environment,3791,1421,https://www.rfa.org/khmer/news/environment/illegal-logging-01312019024715.html
14648,environment2148,environment,5786,2164,https://www.rfa.org/khmer/news/environment/indigenous-people-in-kampong-thom-province-criticize-court-over-community-forest-deforestation-case-04242022121019.html
14649,environment2149,environment,2952,1117,https://www.rfa.org/khmer/news/environment/illegal-logging-in-preyland-12292015065521.html
14650,environment2150,environment,4503,1701,https://www.rfa.org/khmer/news/environment/residents-say-houses-collapse-into-rivers-due-to-sand-dredging-04262023070559.html
14651,environment2151,environment,3595,1258,https://www.rfa.org/khmer/news/environment/investigative-article-by-mongabay-reports-that-angkor-plywood-continues-to-export-timber-10152024062716.html
